,index,PitchId,BatterId,PitcherId,PitcherHand,BatterSide,PitchCall,PitchType,ReleaseSpeed,PlateX,TrajectoryLocationY,PlateZ,StrikeZoneTop,StrikeZoneBottom,Balls,Strikes,VerticalBreak,InducedVerticalBreak,HorzBreak,VertApproachAngle,HorzApproachAngle,LaunchSpeed,LaunchAngle,LaunchSpinAxis,LaunchDirection,LaunchSpinRate,LandingPositionX,LandingPositionY,LandingPositionZ,barrel,Outs_Generated,PitchResult,slg,inning_outs,Inning,Inning_Top_Bottom,At_Bat_Num
160,166,167,5,1,L,L,ball,SI,93.3,13.497605323791479,1.41666662693024,22.97903966903688,3.26269388198853,1.52999997138977,0,0,-2.17627286911011,4.903377771377568,-13.589916229247999,-6.29579067230225,-0.423608809709549,0.0,None,,,,,,,Other,0,Not In-Play,0,1,5,Top,3
161,167,168,5,1,L,L,called_strike,SI,93.0,11.343683481216432,1.41666662693024,24.96631622314452,3.24104237556458,1.52999997138977,1,0,-2.29924416542053,3.6759556531906084,-13.916111469268799,-6.14525604248047,-0.165466621518135,0.0,None,,,,,,,Other,0,Not In-Play,0,1,5,Top,3
162,168,169,5,1,L,L,foul,SI,93.1,11.769325733184816,1.41666662693024,23.000361442565882,3.37100005149841,1.5349999666214,1,1,-2.2392520904541,4.215284943580632,-13.428986549377438,-6.29587316513062,-0.200350373983383,99.43,-28.62,180.0,66.9393310546875,4442.36572265625,4.18655586242676,2.76642394065857,-0.0042262910865247,Other,0,Not In-Play,0,1,5,Top,3
163,169,170,5,1,L,L,grounded_into_double_play,KC,83.7,-7.062248468399051,1.41666662693024,19.6313710212708,3.37100005149841,1.5349999666214,1,2,-3.81704831123352,-7.354898214340213,3.3185434341430677,-8.38847160339355,3.08312034606934,83.77,6.4,291.914306640625,15.12624168396,1278.83605957031,26.9064083099365,92.2176055908203,0.0001514375617261,Other,2,Out,0,3,5,Top,3
164,170,171,18,2,R,L,foul_bunt,FC,90.7,2.071525096893312,1.41666662693024,36.56461715698248,3.54900002479553,1.62699997425079,0,0,-1.54237997531891,14.21584653854376,9.399096250534056,-4.70587873458862,-2.81181955337524,68.98,-31.54,22.2875003814697,-173.78825378418,7596.1689453125,-0.47627317905426,-1.5396249294281,0.0198546592146158,Other,0,Not In-Play,0,0,5,Bottom,2
165,171,172,18,2,R,L,swinging_strike,CU,74.1,8.81062245368958,1.41666662693024,14.705502033233639,3.54900002479553,1.62699997425079,0,1,-4.82789421081543,-8.449588537216188,-10.26654839515686,-10.3531312942505,-5.40295934677124,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,2
166,172,173,18,2,R,L,ball,FC,86.5,20.60083580017092,1.41666662693024,14.86830711364752,3.43875813484192,1.62999999523163,0,2,-2.46913027763367,6.767218351364136,-2.818341493606572,-7.57024383544922,-5.68203639984131,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,2
167,173,174,18,2,R,L,ball,CH,84.1,9.052199363708496,1.41666662693024,1.898188591003416,3.40955257415771,1.62999999523163,1,2,-2.95181512832642,2.93297284841538,12.193214893341121,-9.16682243347168,-3.27349209785461,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,2
168,174,175,18,2,R,L,foul,FC,89.8,13.36066389083868,1.41666662693024,28.390065193176238,3.54900002479553,1.62699997425079,2,2,-2.24060678482056,6.60623931884766,0.993739664554596,-5.73319530487061,-4.97633361816406,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,2
169,175,176,18,2,R,L,ball,CU,75.0,-12.85508680343628,1.41666662693024,17.93160724639896,3.48912882804871,1.62999999523163,2,2,-4.75856447219849,-9.197851896286007,-12.050076484680119,-10.0298585891724,-3.5590934753418,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,2
170,176,177,18,2,R,L,walk,FF,94.2,21.67679071426392,1.41666662693024,22.858633518219,3.47678160667419,1.62999999523163,3,2,-1.44910800457001,13.26569080352784,7.273116588592524,-5.48797798156738,-4.90677976608276,0.0,None,,,,,,,Other,0,Walk,0,0,5,Bottom,2
171,177,178,6,2,R,L,ball,FC,89.0,-1.458027809858328,1.41666662693024,43.912599563598604,3.39470076560974,1.60000002384186,0,0,-2.31280899047852,6.339607000350949,-2.016771733760832,-4.4367413520813,-3.84515070915222,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
172,178,179,6,2,R,L,foul,FF,93.0,-1.305644899606704,1.41666662693024,32.965287208557115,3.49000000953674,1.60099995136261,1,0,-1.43693470954895,14.31370925903316,8.073175907135004,-4.76586771011353,-2.78501868247986,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
173,179,180,6,2,R,L,ball,CU,75.5,-10.899594783782964,1.41666662693024,40.03434562683108,3.3303120136261,1.60000002384186,1,1,-4.60223960876465,-7.551229476928716,-15.37754058837888,-7.80864238739014,-4.07313251495361,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
174,180,181,6,2,R,L,foul,FF,93.1,2.075972557067868,1.41666662693024,38.84234619140628,3.49000000953674,1.60099995136261,2,1,-1.46510291099548,13.635347843170202,9.421341419219976,-4.09916687011719,-2.94250679016113,74.57,42.35,17.7883319854736,-163.899673461914,7458.052734375,-55.6032104492188,-219.995391845703,-0.0183210931718349,Other,0,Not In-Play,0,0,5,Bottom,3
175,181,182,6,2,R,L,ball,CH,83.9,-21.096030235290478,1.41666662693024,25.874390602111802,3.24433469772339,1.60000002384186,2,2,-2.78937292098999,4.878687143325804,12.78187465667724,-6.69700908660889,-0.555816948413849,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
176,182,183,6,2,R,L,home_run,FC,90.4,4.641478657722468,1.41666662693024,23.76722145080568,3.49000000953674,1.60099995136261,3,2,-2.04149627685547,8.49163556098938,-1.6780400276184118,-5.96084833145142,-4.34665393829346,100.19,36.35,194.406784057617,27.7892665863037,3244.25390625,247.518646240234,330.531555175781,0.0195641741156578,Other,0,Hit,4,0,5,Bottom,3
177,183,184,7,2,R,R,ball,SL,84.7,9.10233235359192,1.41666662693024,15.3745007514954,3.35585498809814,1.52999997138977,0,0,-2.78796434402466,3.927566885948184,-3.6652332544326844,-7.60507011413574,-4.95473575592041,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
178,184,185,7,2,R,R,called_strike,FF,93.0,0.7148428112268443,1.41666662693024,24.778058052063,3.41210436820984,1.52999997138977,1,0,-1.55336844921112,12.5605902671814,9.459763526916504,-5.47581338882446,-2.81101298332214,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Bottom,3
179,185,186,7,2,R,R,field_out,CH,84.1,0.6006623804569248,1.41666662693024,37.66667175292968,3.37100005149841,1.5349999666214,1,1,-3.14074969291687,0.5435888171195988,10.889747142791748,-6.24018049240112,-2.67297744750977,62.95,-40.51,199.195037841797,-37.2875900268555,3904.8388671875,-2.28215432167053,5.66064691543579,-0.0055497265420854,Other,1,Out,0,1,5,Bottom,3
180,186,187,8,2,R,L,swinging_strike,CH,84.9,3.988251686096196,1.41666662693024,14.844247341156,3.46700000762939,1.58899998664856,0,0,-2.94452548027039,2.083634018898012,15.057360649108919,-7.97121095657349,-2.55875301361084,0.0,None,,,,,,,Other,0,Not In-Play,0,1,5,Bottom,3
181,187,188,8,2,R,L,ball,FF,93.7,22.3111510276794,1.41666662693024,30.92604732513432,3.46993374824524,1.5900000333786,0,1,-1.39877116680145,14.185654163360642,9.289717912673952,-4.88823223114014,-4.65742158889771,0.0,None,,,,,,,Other,0,Not In-Play,0,1,5,Bottom,3
182,188,189,8,2,R,L,called_strike,FF,93.1,-7.452577114105225,1.41666662693024,32.20407485961912,3.50641489028931,1.5900000333786,1,1,-1.42127525806427,14.00718069076536,9.261509656906128,-4.75897312164307,-2.04777383804321,0.0,None,,,,,,,Other,0,Not In-Play,0,1,5,Bottom,3
183,189,190,8,2,R,L,strikeout,FC,86.9,-1.673246741294856,1.41666662693024,34.13908481597904,3.46700000762939,1.58899998664856,1,2,-2.46691942214966,5.7447570562362715,-3.665289044380188,-5.80577754974365,-3.90040802955627,0.0,None,,,,,,,Other,1,Out,0,2,5,Bottom,3
184,190,191,13,2,R,R,ball,FF,95.2,-0.5890751481056209,1.41666662693024,14.80862045288088,3.36856365203857,1.5900000333786,0,0,-1.35598647594452,13.514476776122999,8.524751186370853,-5.9824743270874,-2.87147617340088,0.0,None,,,,,,,Other,0,Not In-Play,0,2,5,Bottom,3
185,191,192,13,2,R,R,foul,CH,86.0,1.951464593410488,1.41666662693024,27.55766201019288,3.46700000762939,1.58899998664856,1,0,-2.95118808746338,1.09173846244812,11.423699140548708,-6.78792762756348,-2.75367736816406,73.31,71.35,197.000778198242,47.5581245422363,5544.4873046875,116.573020935059,33.8111114501953,-0.0273534078150988,Other,0,Not In-Play,0,2,5,Bottom,3
186,192,193,13,2,R,R,ball,FF,93.6,10.433527708053587,1.41666662693024,12.58586740493772,3.4211437702179,1.5900000333786,1,1,-1.57155632972717,12.056071758270239,9.186214685440067,-6.48603820800781,-3.63034558296204,0.0,None,,,,,,,Other,0,Not In-Play,0,2,5,Bottom,3
187,193,194,13,2,R,R,called_strike,SL,85.9,-6.780517816543584,1.41666662693024,38.52050685882564,3.396235704422,1.5900000333786,2,1,-2.63547015190125,4.610920071601871,-2.49459064006806,-5.44643497467041,-3.37687063217163,0.0,None,,,,,,,Other,0,Not In-Play,0,2,5,Bottom,3
188,194,195,13,2,R,R,foul,FF,95.4,4.752035021781924,1.41666662693024,23.40934753417968,3.46700000762939,1.58899998664856,2,2,-1.45529735088348,12.22750711441044,8.507610797882077,-5.51537179946899,-3.27029967308044,75.17,23.05,209.190277099609,148.802993774414,1359.99523925781,105.400352478027,-182.265075683594,-0.0114648547023535,Other,0,Not In-Play,0,2,5,Bottom,3
189,195,196,13,2,R,R,strikeout,FF,95.1,12.409582614898678,1.41666662693024,37.34654331207276,3.46700000762939,1.58899998664856,2,2,-1.42272102832794,12.87895059585576,6.8738014698028564,-4.22885227203369,-4.01049423217773,0.0,None,,,,,,,Other,1,Out,0,3,5,Bottom,3
190,196,197,9,1,L,R,ball,SL,85.3,14.4328322410584,1.41666662693024,30.5462093353272,3.58303427696228,1.67095291614532,0,0,-2.51688504219055,6.388876676559445,-0.1600287258625032,-6.02875947952271,1.130242228508,0.0,None,,,,,,,Other,0,Not In-Play,0,0,6,Top,3
191,197,198,9,1,L,R,foul,KC,78.9,11.277666091918944,1.41666662693024,33.19129657745364,3.41100001335144,1.56500005722046,1,0,-4.13505077362061,-6.42117547988892,5.289327263832096,-7.75294494628906,1.49625539779663,66.75,52.18,273.727691650391,122.064353942871,7644.30029296875,146.437438964844,-116.418258666992,-0.0145081738010049,Other,0,Not In-Play,0,0,6,Top,3
192,198,199,9,1,L,R,field_out,FF,92.9,-11.515770435333252,1.41666662693024,32.83849525451664,3.41100001335144,1.56500005722046,1,1,-1.62867903709412,11.537516355514523,-9.597905158996584,-4.94683647155762,1.90210127830505,58.72,34.42,204.016571044922,4.79321956634521,1871.0517578125,37.024341583252,175.312194824219,-0.0046153208240866,Other,1,Out,0,1,6,Top,3
193,199,200,10,1,L,R,called_strike,FF,92.9,-10.630554199218743,1.41666662693024,30.934041023254444,3.21850609779358,1.5,0,0,-1.49965798854828,13.26357364654536,-6.978461980819704,-5.15902900695801,1.95724415779114,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Top,3
194,200,201,10,1,L,R,foul_tip,KC,82.4,-6.429121971130368,1.41666662693024,23.129510879516637,3.30100011825562,1.50399994850159,0,1,-3.99993371963501,-8.520208597183224,4.26325392723084,-8.29615879058838,3.04799938201904,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Top,3
195,201,202,10,1,L,R,field_out,FF,92.6,-7.860194206237788,1.41666662693024,36.67396259307864,3.30100011825562,1.50399994850159,0,2,-1.72125816345215,10.661187887191776,-8.503907203674313,-4.41322898864746,1.75945389270782,64.64,-32.11,220.950225830078,-23.0902309417725,4173.0751953125,-2.54286551475525,5.44559383392334,0.0037224960979074,Other,1,Out,0,2,6,Top,3
196,202,203,11,1,L,L,foul,SI,91.9,8.033694505691532,1.41666662693024,23.49944972991948,3.46700000762939,1.58899998664856,0,0,-2.17062163352966,5.798034667968744,-14.55617666244504,-6.19508790969849,-0.0969461426138878,88.32,-26.41,180.0,60.5535011291504,3716.63256835938,4.05309915542603,3.50075912475586,0.0258759800344706,Other,0,Not In-Play,0,2,6,Top,3
197,203,204,11,1,L,L,field_out,SI,92.6,8.445070981979375,1.41666662693024,23.175860881805402,3.46700000762939,1.58899998664856,0,1,-2.43694424629211,2.154186487197876,-12.502630233764641,-6.41881418228149,0.132153183221817,108.27,-16.8,180.0,37.1574935913086,3338.79345703125,4.33324909210205,5.35678386688232,-0.0070677585899829,Other,1,Out,0,3,6,Top,3
198,204,205,14,3,R,R,ball,KC,86.3,0.38418366014957406,1.41666662693024,5.265079379081724,3.97390174865723,1.86424851417542,0,0,-3.60765814781189,-7.36459851264954,-1.1244026720523839,-9.81599235534668,-2.227867603302,0.0,None,,,,,,,Other,0,Not In-Play,0,0,6,Bottom,3
199,205,206,14,3,R,R,ball,FF,96.0,-21.6131129264832,1.41666662693024,25.494483947753878,3.99597144126892,1.74550354480743,1,0,-1.87999892234802,6.532531499862673,11.501768589019775,-5.7597074508667,0.917275011539459,0.0,None,,,,,,,Other,0,Not In-Play,0,0,6,Bottom,3
200,206,207,14,3,R,R,called_strike,KC,84.7,2.748773217201228,1.41666662693024,33.36407947540284,3.88406944274902,1.73617148399353,2,0,-3.91230344772339,-9.501462936401364,-5.885657787323004,-7.79868507385254,-2.70814156532288,0.0,None,,,,,,,Other,0,Not In-Play,0,0,6,Bottom,3
201,207,208,14,3,R,R,foul,KC,85.2,-0.7553943693637848,1.41666662693024,18.873487472534162,3.54900002479553,1.62699997425079,2,1,-3.8212742805481,-8.783137321472172,-6.300218582153317,-8.9857702255249,-2.5044903755188,95.82,-42.51,180.0,-57.2141609191895,5838.0556640625,-1.36154055595398,1.71226823329926,0.0159611627459526,Other,0,Not In-Play,0,0,6,Bottom,3
202,208,209,14,3,R,R,strikeout,CH,87.4,-6.161224365234372,1.41666662693024,24.1850910186768,3.54900002479553,1.62699997425079,2,2,-2.35906434059143,7.105008602142337,15.20231437683108,-6.69262218475342,0.0094855735078454,0.0,None,,,,,,,Other,1,Out,0,1,6,Bottom,3
203,209,210,15,3,R,L,called_strike,KC,87.1,2.184212028980256,1.41666662693024,33.534722328186,3.72423720359802,1.67999994754791,0,0,-3.50094652175903,-6.789434909820553,-3.2232660055160522,-7.25400590896606,-2.4395694732666,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Bottom,3
204,210,211,15,3,R,L,ball,KC,87.6,13.2690138816834,1.41666662693024,28.83395862579348,3.74366211891174,1.78781569004059,0,1,-3.731689453125,-9.708290576934816,-5.124559879302984,-7.9357852935791,-3.589688539505,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Bottom,3
205,211,212,15,3,R,L,ball,KC,87.1,8.574397087097172,1.41666662693024,36.954500198364244,3.57134771347046,1.72179293632507,1,1,-3.60414624214172,-7.954263925552368,-5.251624345779421,-7.04911613464355,-3.12629914283752,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Bottom,3
206,212,213,15,3,R,L,ball,FF,98.3,-19.3074760437012,1.41666662693024,30.167272567749002,3.61705613136292,1.67999994754791,2,1,-1.73454678058624,7.078609943389896,12.79769325256344,-5.25493240356445,0.984345495700836,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Bottom,3
207,213,214,15,3,R,L,foul,KC,86.9,4.850450634956363,1.41666662693024,35.296079635620124,3.57500004768372,1.68099999427795,3,1,-3.62824177742004,-8.118823528289797,-5.046494007110592,-7.22910499572754,-2.7564754486084,0.0,None,,,,,,,Other,0,Not In-Play,0,1,6,Bottom,3
208,214,215,15,3,R,L,strikeout,CH,86.6,-9.498501062393185,1.41666662693024,22.44690656661984,3.57500004768372,1.68099999427795,3,2,-2.71894764900208,3.350194573402404,14.12355422973636,-7.19837093353271,0.382368415594101,0.0,None,,,,,,,Other,1,Out,0,2,6,Bottom,3
209,215,216,16,3,R,R,called_strike,KC,89.6,6.311840772628788,1.41666662693024,26.416837692260756,3.41957783699036,1.50999999046326,0,0,-3.30803394317627,-6.099635839462284,-4.614186286926264,-7.61122226715088,-3.01880025863647,0.0,None,,,,,,,Other,0,Not In-Play,0,2,6,Bottom,3
210,216,217,16,3,R,R,called_strike,FF,98.3,6.063283681869504,1.41666662693024,28.774237632751436,3.38962769508362,1.59495341777802,0,1,-1.91862452030182,4.842484116554257,11.679404497146612,-5.26691579818726,-1.4343513250351,0.0,None,,,,,,,Other,0,Not In-Play,0,2,6,Bottom,3
211,217,218,16,3,R,R,field_out,FF,98.2,0.2257082238793368,1.41666662693024,41.70636463165284,3.31900000572205,1.51300001144409,0,2,-1.68615078926086,7.651750087738032,10.101806402206416,-4.34248304367065,-0.872411489486694,67.64,-48.91,180.0,52.8591537475586,4627.50390625,2.40341830253601,2.08558535575867,-0.0041240081191062,Other,1,Out,0,3,6,Bottom,3
212,218,219,19,4,R,L,foul,FF,96.3,-0.4736674278974532,1.41666662693024,39.6753959655762,3.37100005149841,1.5349999666214,0,0,-1.75617861747742,7.884636640548708,9.682631492614751,-4.92184495925903,-1.37697720527649,93.03,2.3,110.719390869141,-69.0943450927734,2229.77978515625,-87.7896957397461,27.5315246582031,-0.0021572532132268,Other,0,Not In-Play,0,0,7,Top,1
213,219,220,19,4,R,L,foul,FF,97.5,6.68365144729614,1.41666662693024,43.59228229522704,3.37100005149841,1.5349999666214,0,1,-1.66029524803162,8.328992128372189,6.927657365798952,-4.11008644104004,-2.56287121772766,71.63,25.02,65.8427505493164,-160.126342773438,3169.12817382812,-37.6634330749512,-143.448852539062,0.0012916473206132,Other,0,Not In-Play,0,0,7,Top,1
214,220,221,19,4,R,L,ball,SL,85.2,-20.39608669281,1.41666662693024,48.90937042236324,3.45227384567261,1.59867930412292,0,2,-2.77917003631592,3.596336960792544,-9.810817480087284,-5.17281055450439,-1.64505565166473,0.0,None,,,,,,,Other,0,Not In-Play,0,0,7,Top,1
215,221,222,19,4,R,L,foul,SL,88.3,5.7339724302291835,1.41666662693024,27.881558418273958,3.37100005149841,1.5349999666214,1,2,-2.93731784820557,-0.8238263726234436,-7.916057109832764,-7.15922546386719,-3.73672342300415,40.91,76.84,83.0423278808594,-84.5093841552734,7596.14990234375,-43.2998161315918,1.10917675495148,0.0029309382662177,Other,0,Not In-Play,0,0,7,Top,1
216,222,223,19,4,R,L,strikeout,SL,85.2,13.39360857009888,1.41666662693024,19.2870841026306,3.37100005149841,1.5349999666214,1,2,-3.13683247566223,0.0749565325677384,-11.278156757354736,-8.2286376953125,-4.68881607055664,0.0,None,,,,,,,Other,1,Out,0,1,7,Top,1
217,223,224,1,4,R,R,called_strike,SI,96.5,3.23942255973816,1.41666662693024,34.92149734497072,3.24745869636536,1.49000000953674,0,0,-2.07929587364197,4.256731510162356,10.802309274673465,-4.94933795928955,-1.98773694038391,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Top,4
218,224,225,1,4,R,R,ball,CH,89.8,-18.50547122955324,1.41666662693024,28.17369747161868,3.24664258956909,1.49000000953674,0,1,-2.91678762435913,-1.378999203443532,13.79674816131588,-6.60766363143921,0.103337168693542,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Top,4
219,225,226,1,4,R,R,called_strike,CH,90.2,-11.458273887634272,1.41666662693024,33.313024520874,3.15410470962524,1.49897861480713,1,1,-3.06623768806458,-3.586922049522396,11.884666442871097,-6.28167676925659,-0.761343777179718,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Top,4
220,226,227,1,4,R,R,strikeout,SL,88.9,-6.682032108306887,1.41666662693024,28.259436607360804,3.28500008583069,1.48699998855591,1,2,-2.55232572555542,3.435890436172488,-5.991563916206363,-6.38062524795532,-2.72968888282776,0.0,None,,,,,,,Other,1,Out,0,2,7,Top,4
221,227,228,2,4,R,L,field_out,CH,90.3,-5.64640724658966,1.41666662693024,33.93779182434084,3.54900002479553,1.62699997425079,0,0,-2.82779741287231,-0.6918007135391232,13.895997047424359,-6.0716381072998,-0.897072851657867,96.36,26.47,171.681610107422,2.07899641990662,1928.62377929688,-3.13233518600464,388.388366699219,-0.0069058141671121,Other,1,Out,0,3,7,Top,4
222,228,229,17,5,L,L,field_out,FF,91.1,1.7583650350570679,1.41666662693024,37.90589046478272,3.41100001335144,1.56500005722046,0,0,-1.61630058288574,13.13088083267208,-6.766568183898924,-4.87287950515747,1.9418820142746,65.68,68.27,169.555938720703,-26.2133693695068,4590.1923828125,-73.8585586547852,90.5823211669922,0.021823275834322,Other,1,Out,0,1,7,Bottom,3
223,229,230,20,5,L,R,ball,FC,87.4,-10.696698188781744,1.41666662693024,17.24872827529908,3.43830108642578,1.55999994277954,0,0,-2.24027872085571,8.429846763610836,0.5665592998266216,-7.37450790405273,3.86846613883972,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Bottom,1
224,230,231,20,5,L,R,called_strike,FC,87.8,-9.12858867645264,1.41666662693024,25.21789741516116,3.28586077690125,1.55999994277954,1,0,-2.23008584976196,8.401732206344604,2.128370225429532,-6.64529418945312,3.88221883773804,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Bottom,1
225,231,232,20,5,L,R,ball,CH,84.1,-2.460374057292936,1.41666662693024,11.29620480537414,3.27110409736633,1.46739423274994,1,1,-3.12899827957153,0.8285973072051995,-14.010692596435561,-8.91171360015869,1.66203379631042,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Bottom,1
226,232,233,20,5,L,R,ball,FC,87.2,-6.677847862243656,1.41666662693024,12.0297560691834,3.32444763183594,1.55999994277954,2,1,-2.26864862442017,8.31625127792358,2.561761379241948,-7.74456024169922,3.65297961235046,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Bottom,1
227,233,234,20,5,L,R,foul,FC,88.6,1.1054685115814207,1.41666662693024,19.40354919433596,3.41100001335144,1.56500005722046,3,1,-2.10180401802063,9.175465822219849,-0.1476395688951012,-6.84475135803223,2.71009063720703,79.02,-34.82,180.0,-123.659461975098,4103.07470703125,-1.76651871204376,-0.0736937820911407,-0.0019258991815149,Other,0,Not In-Play,0,1,7,Bottom,1
228,234,235,20,5,L,R,walk,CH,85.4,-1.658232986927028,1.41666662693024,1.73946297168732,3.24385952949524,1.55999994277954,3,2,-2.83744931221008,3.213916897773744,-13.639304637908879,-9.2826452255249,1.6389776468277,0.0,None,,,,,,,Other,0,Walk,0,1,7,Bottom,1
229,235,236,6,5,L,L,called_strike,FF,92.8,-2.603109240531924,1.41666662693024,30.26741981506344,3.36491441726685,1.60000002384186,0,0,-1.80798602104187,9.515585660934445,-6.1522779464721715,-5.54483699798584,2.5183093547821,0.0,None,,,,,,,Other,0,Not In-Play,0,1,7,Bottom,4
230,236,237,6,5,L,L,force_out,FF,93.1,-0.9117742180824276,1.41666662693024,26.49873447418212,3.49000000953674,1.60099995136261,0,1,-2.03242683410645,6.681535720825201,-10.269547462463375,-6.19934558868408,1.70279788970947,95.2,-24.97,5.3677773475647,15.3673095703125,7641.4306640625,1.1729142665863,5.81035947799683,-0.0134342415258288,Other,1,Out,0,2,7,Bottom,4
231,238,239,7,5,L,R,ball,CH,84.5,13.56306838989252,1.41666662693024,39.329821586608915,3.39749789237976,1.52999997138977,0,0,-2.69722366333008,5.031101703643801,-12.166032314300521,-5.89118146896362,0.549132943153381,0.0,None,,,,,,,Other,0,Not In-Play,0,2,7,Bottom,4
232,239,240,7,5,L,R,ball,FF,91.1,15.453929901122999,1.41666662693024,31.374086380004876,3.37028169631958,1.62044286727905,1,0,-1.8909455537796,9.61985278129578,-8.676504135131832,-5.62234115600586,0.461135983467102,0.0,None,,,,,,,Other,0,Not In-Play,0,2,7,Bottom,4
233,241,242,7,5,L,R,field_out,CH,84.3,5.3053150177002,1.41666662693024,24.88627624511724,3.37100005149841,1.5349999666214,2,0,-2.71791577339172,5.228144288063052,-13.41140127182004,-7.16439580917358,1.00672876834869,76.29,-4.59,41.5109596252441,-20.1730842590332,2174.04028320312,-6.52040338516235,21.4831657409668,-0.0004838159075006,Other,1,Out,0,3,7,Bottom,4
234,242,243,3,6,R,R,swinging_strike,SL,88.3,-1.604581117630008,1.41666662693024,29.25375938415528,3.46700000762939,1.58899998664856,0,0,-2.37663578987122,5.5867474079132045,-4.936271309852604,-6.82591724395752,-1.13119840621948,0.0,None,,,,,,,Other,0,Not In-Play,0,0,8,Top,4
235,243,244,3,6,R,R,single,SI,93.6,8.353242158889767,1.41666662693024,29.85175895690916,3.46700000762939,1.58899998664856,0,1,-1.85505330562592,8.3888111114502,9.43636536598206,-6.12397861480713,-0.554918169975281,95.39,14.39,235.082473754883,1.49737167358398,163.100341796875,25.2318229675293,245.849670410156,0.0117155248299241,Other,0,Hit,1,0,8,Top,4
236,244,245,4,6,R,R,called_strike,SI,93.3,6.28914642333984,1.41666662693024,21.8076424598694,3.63020730018616,1.68874740600586,0,0,-1.9990086555481,6.941681385040285,10.453038454055783,-7.04069328308105,-0.269366592168808,0.0,None,,,,,,,Other,0,Not In-Play,0,0,8,Top,4
237,245,246,4,6,R,R,ball,CU,80.6,20.12102365493772,1.41666662693024,15.02184391021728,3.52120494842529,1.68981611728668,0,1,-3.35840106010437,1.111957490444183,-12.81192970275876,-9.15513324737549,-3.7856616973877,0.0,None,,,,,,,Other,0,Not In-Play,0,0,8,Top,4
238,248,249,4,6,R,R,foul,CU,82.0,8.557640075683597,1.41666662693024,32.6772136688232,3.31900000572205,1.51300001144409,1,1,-3.13872909545898,2.286722481250764,-17.07500696182248,-7.4363489151001,-2.97921848297119,0.0,None,,,,,,,Other,0,Not In-Play,0,0,8,Top,4
239,249,250,4,6,R,R,ball,SL,88.5,-6.748731851577756,1.41666662693024,23.44676685333252,3.47611355781555,1.63828468322754,1,2,-2.63627219200134,2.67380261421204,-3.953376531600948,-7.71155500411987,-0.502804398536682,0.0,None,,,,,,,Other,0,Not In-Play,0,0,8,Top,4
240,250,251,4,6,R,R,foul,SL,87.8,-1.5613020658493038,1.41666662693024,32.96500968933108,3.31900000572205,1.51300001144409,2,2,-2.57466459274292,3.6849056482315077,-4.998843312263484,-6.83688259124756,-0.949481248855591,70.38,59.94,200.468780517578,50.7894020080566,4430.5830078125,157.079040527344,61.0285224914551,0.0279426462948322,Other,0,Not In-Play,0,0,8,Top,4
241,251,252,4,6,R,R,field_out,SL,90.2,3.806968331336976,1.41666662693024,26.036327362060558,3.31900000572205,1.51300001144409,2,2,-2.24774360656738,6.086558818817136,-7.281463623046872,-7.04340934753418,-1.77726483345032,77.61,70.68,189.909912109375,38.5597381591797,5636.345703125,100.973182678223,58.3181838989258,0.0019669190514832,Other,1,Out,0,1,8,Top,4
242,253,254,5,6,R,L,ball,SL,86.0,-3.6949013471603402,1.41666662693024,18.966773986816442,3.18473982810974,1.52999997138977,0,0,-2.65112900733948,4.526036381721492,0.036235467530786394,-7.96418142318726,-0.425710946321487,0.0,None,,,,,,,Other,0,Not In-Play,0,1,8,Top,4
243,254,255,5,6,R,L,ball,CU,79.2,-14.1676197052002,1.41666662693024,36.66370582580568,3.18576788902283,1.52999997138977,1,0,-3.59614038467407,-0.23823583871126158,-18.0097332000732,-7.54079961776733,-1.23793315887451,0.0,None,,,,,,,Other,0,Not In-Play,0,1,8,Top,4
