,index,PitchId,BatterId,PitcherId,PitcherHand,BatterSide,PitchCall,PitchType,ReleaseSpeed,PlateX,TrajectoryLocationY,PlateZ,StrikeZoneTop,StrikeZoneBottom,Balls,Strikes,VerticalBreak,InducedVerticalBreak,HorzBreak,VertApproachAngle,HorzApproachAngle,LaunchSpeed,LaunchAngle,LaunchSpinAxis,LaunchDirection,LaunchSpinRate,LandingPositionX,LandingPositionY,LandingPositionZ,barrel,Outs_Generated,PitchResult,slg,inning_outs,Inning,Inning_Top_Bottom,At_Bat_Num
77,81,82,17,2,R,L,ball,CU,76.5,-12.886193275451639,1.41666662693024,37.00754928588864,3.32946038246155,1.55999994277954,0,0,-4.36333227157593,-6.598663330078128,-8.164031267166132,-7.77833223342896,-3.21471405029297,0.0,None,,,,,,,Other,0,Not In-Play,0,1,2,Bottom,1
78,82,83,17,2,R,L,field_out,FC,90.1,1.742723822593692,1.41666662693024,22.51861953735348,3.41100001335144,1.56500005722046,1,0,-2.21245050430298,6.542456388473508,-0.005750137148424,-6.36598348617554,-3.96232914924622,80.88,54.59,153.902816772461,-22.298864364624,4748.10986328125,-153.073135375977,193.851043701172,-0.0268052853643894,Other,1,Out,0,2,2,Bottom,1
79,83,84,18,2,R,L,ball,FF,93.6,5.418116927146908,1.41666662693024,8.657775878906257,3.44737410545349,1.62999999523163,0,0,-1.66830694675446,10.828627824783323,8.482997417449957,-7.05369520187378,-3.26208662986755,0.0,None,,,,,,,Other,0,Not In-Play,0,2,2,Bottom,1
80,84,85,18,2,R,L,foul_tip,FC,90.2,3.2283779382705724,1.41666662693024,28.65319061279292,3.54900002479553,1.62699997425079,1,0,-2.22444176673889,6.2454271316528285,1.328404873609548,-5.75840759277344,-3.94747233390808,0.0,None,,,,,,,Other,0,Not In-Play,0,2,2,Bottom,1
81,85,86,18,2,R,L,single,FF,94.0,5.483597874641424,1.41666662693024,24.39538192749024,3.54900002479553,1.62699997425079,1,1,-1.46419298648834,13.032390117645239,8.40866589546204,-5.59908962249756,-3.1033148765564,88.76,17.48,127.123245239258,-21.5164184570312,1365.53100585938,-130.120376586914,214.734359741211,0.0181752778589725,Other,0,Hit,1,2,2,Bottom,1
82,86,87,6,2,R,L,called_strike,CU,77.6,6.126918554306028,1.41666662693024,34.19646835327152,3.42176985740662,1.60000002384186,0,0,-4.07857465744019,-4.3471591472625715,-10.589517116546627,-7.64827680587769,-5.08302879333496,0.0,None,,,,,,,Other,0,Not In-Play,0,2,2,Bottom,2
83,87,88,6,2,R,L,field_out,FF,93.9,13.0250000953674,1.41666662693024,23.753804683685278,3.49000000953674,1.60099995136261,0,1,-1.56372165679932,11.947148323059084,9.908449172973636,-5.62359714508057,-3.80938172340393,92.2,-15.13,180.0,42.296932220459,2662.88061523438,5.65792846679688,5.34610748291016,0.0187128055840731,Other,1,Out,0,3,2,Bottom,2
84,88,89,4,1,L,R,ball,KC,79.3,-7.321778297424313,1.41666662693024,14.26582860946656,3.47311568260193,1.63654363155365,0,0,-4.44130706787109,-10.205072164535519,4.04981517791748,-9.98525428771973,3.17874670028687,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Top,2
85,89,90,4,1,L,R,ball,CH,83.9,4.0292998552322405,1.41666662693024,8.242084264755253,3.31843543052673,1.62774729728699,1,0,-2.78762197494507,4.8893301486969,-11.768905162811281,-8.56681251525879,0.592156171798706,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Top,2
86,90,91,4,1,L,R,called_strike,FF,90.0,-6.403985023498537,1.41666662693024,33.25468540191648,3.69235968589783,1.82069206237793,2,0,-1.55692768096924,14.350633621215838,-7.3138782978057835,-5.31607341766357,1.57917356491089,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Top,2
87,91,92,4,1,L,R,called_strike,CH,85.4,8.234090566635132,1.41666662693024,33.81372642517092,3.50982809066772,1.67356908321381,2,1,-2.85091161727905,2.46290856599808,-12.99777317047116,-6.23795032501221,0.141782775521278,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Top,2
88,92,93,4,1,L,R,field_out,SI,92.4,-12.67519283294676,1.41666662693024,35.99357414245608,3.31900000572205,1.51300001144409,2,2,-2.41458106040955,2.345319092273712,-13.175590038299521,-5.41326522827148,1.84895861148834,95.1,2.0,61.5228042602539,-33.5143394470215,1762.03674316406,-39.55859375,55.6518936157227,0.0100546972826123,Other,1,Out,0,1,3,Top,2
89,93,94,5,1,L,L,ball,KC,80.4,-5.588957905769352,1.41666662693024,38.5453720092774,3.09970736503601,1.4954389333725,0,0,-4.27127361297607,-9.725232124328617,4.953415274620056,-7.3841118812561,3.22649955749512,0.0,None,,,,,,,Other,0,Not In-Play,0,1,3,Top,2
90,94,95,5,1,L,L,foul,SI,91.7,13.650200843811,1.41666662693024,32.82616710662844,3.37100005149841,1.5349999666214,1,0,-2.18188166618347,5.508948683738712,-10.745256185531616,-5.44689083099365,-0.129987791180611,0.0,None,,,,,,,Other,0,Not In-Play,0,1,3,Top,2
91,95,96,5,1,L,L,ball,SI,91.8,14.978907108306839,1.41666662693024,25.34139633178716,3.14844059944153,1.52999997138977,1,1,-2.36448764801025,3.3214931488037163,-10.797939062118527,-6.27369022369385,-0.145409494638443,0.0,None,,,,,,,Other,0,Not In-Play,0,1,3,Top,2
92,96,97,5,1,L,L,field_out,KC,80.1,-2.8321541547775317,1.41666662693024,32.61268901824956,3.37100005149841,1.5349999666214,2,1,-4.25050735473633,-9.24080657958984,3.1766577959060642,-7.92240285873413,2.57107210159302,86.37,-34.36,180.0,34.1701316833496,4437.96875,2.00273442268372,4.95317602157593,0.0180378928780556,Other,1,Out,0,2,3,Top,2
93,97,98,9,1,L,R,ball,CH,85.0,17.340252399444598,1.41666662693024,23.1031522750854,3.67795205116272,1.78088474273682,0,0,-2.61089181900024,5.787826538085936,-11.038216352462772,-7.05391645431519,-0.609627664089203,0.0,None,,,,,,,Other,0,Not In-Play,0,2,3,Top,2
94,98,99,9,1,L,R,foul,FF,92.0,-12.347860336303679,1.41666662693024,31.846364021301238,3.41100001335144,1.56500005722046,1,0,-1.60761559009552,12.754344463348438,-5.36441051959992,-5.11466646194458,2.43479919433594,76.85,-23.81,325.774566650391,-77.9638519287109,7974.2255859375,-6.67351150512695,3.11325812339783,-0.030812269076705,Other,0,Not In-Play,0,2,3,Top,2
95,99,100,9,1,L,R,swinging_strike,KC,82.0,-13.483519077301079,1.41666662693024,14.215998172760038,3.41100001335144,1.56500005722046,1,1,-3.87457919120789,-5.974327325820925,1.3156829774379721,-9.15039443969727,3.2300660610199,0.0,None,,,,,,,Other,0,Not In-Play,0,2,3,Top,2
96,100,101,9,1,L,R,foul,KC,80.6,-3.801831722259516,1.41666662693024,10.595487356185908,3.41100001335144,1.56500005722046,1,2,-4.36679792404175,-10.469630956649784,3.3422688245773324,-10.0490264892578,2.66964983940125,60.78,-23.51,180.0,-139.189117431641,2351.181640625,-1.72802555561066,0.420278966426849,0.0010449230903759,Other,0,Not In-Play,0,2,3,Top,2
97,101,102,9,1,L,R,strikeout,SL,88.1,9.368937492370609,1.41666662693024,16.82035446166992,3.56662940979004,1.6456481218338,1,2,-2.52477121353149,4.498198986053472,2.651973545551296,-7.19997882843018,1.7400369644165,0.0,None,,,,,,,Other,1,Out,0,3,3,Top,2
98,102,103,7,2,R,R,ball,SL,84.2,21.809271812439,1.41666662693024,0.3540777862071996,3.42340207099915,1.52999997138977,0,0,-2.85366606712341,3.8943275213241595,-1.475548982620236,-9.0723762512207,-5.86374092102051,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Bottom,2
99,103,104,7,2,R,R,called_strike,FF,92.7,-12.168276786804238,1.41666662693024,24.75976467132564,3.46200013160706,1.60240244865417,1,0,-1.53879606723785,13.262620925903281,10.339246273040771,-5.68898630142212,-1.56012666225433,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Bottom,2
100,104,105,7,2,R,R,called_strike,CH,84.0,7.507009506225589,1.41666662693024,32.25307559967036,3.34181427955627,1.52999997138977,1,1,-2.99034833908081,2.733098208904272,11.545919895172116,-6.54812955856323,-3.22789120674133,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Bottom,2
101,105,106,7,2,R,R,foul,SL,84.8,9.219835996627811,1.41666662693024,11.087584018707275,3.37100005149841,1.5349999666214,1,2,-2.83840465545654,3.52821242809296,-1.8055205941200239,-8.35256767272949,-4.6266827583313,62.33,-29.21,180.0,87.7314758300781,2827.39306640625,2.52791500091553,2.04916191101074,-0.0106217646971345,Other,0,Not In-Play,0,0,3,Bottom,2
102,106,107,7,2,R,R,foul,FF,94.7,6.513436317443844,1.41666662693024,32.71137714385992,3.37100005149841,1.5349999666214,1,2,-1.46733140945435,12.66852235794072,8.031095981597904,-4.76378726959229,-3.43020176887512,78.22,19.38,194.832626342773,161.149291992188,931.169311523438,63.8446197509766,-191.146621704102,0.0192557536065578,Other,0,Not In-Play,0,0,3,Bottom,2
103,107,108,7,2,R,R,ball,CH,83.9,-18.180597782135038,1.41666662693024,26.68969631195064,3.37567520141602,1.52999997138977,1,2,-3.03880953788757,1.923555314540868,10.85484337806702,-7.03871393203735,-1.01776480674744,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Bottom,2
104,108,109,7,2,R,R,ball,SL,86.3,-13.37604188919072,1.41666662693024,24.42717647552496,3.35347843170166,1.52999997138977,2,2,-2.73365068435669,3.3272248506546003,-2.991878449916844,-6.76453065872192,-2.92357683181763,0.0,None,,,,,,,Other,0,Not In-Play,0,0,3,Bottom,2
105,109,110,7,2,R,R,field_out,FF,93.1,-0.6403160244226452,1.41666662693024,34.63860797882076,3.37100005149841,1.5349999666214,3,2,-1.45045244693756,13.675855636596719,7.0612571239471436,-4.46843767166138,-2.98294639587402,92.08,59.75,189.564788818359,13.8975248336792,5485.841796875,110.839706420898,187.200302124023,0.0449739992618561,Other,1,Out,0,1,3,Bottom,2
106,110,111,8,2,R,L,ball,CU,76.4,-18.42617797851564,1.41666662693024,34.27039146423336,3.55851984024048,1.5900000333786,0,0,-4.51717901229858,-8.063577890396123,-10.066657304763792,-8.30089092254639,-3.02136635780334,0.0,None,,,,,,,Other,0,Not In-Play,0,1,3,Bottom,2
107,111,112,8,2,R,L,foul,FF,93.4,3.410826086997984,1.41666662693024,40.91933441162112,3.46700000762939,1.58899998664856,1,0,-1.65852928161621,10.97658348083496,8.801124572753903,-4.20962810516357,-3.13731670379639,75.79,60.1,97.5792007446289,-100.982902526855,7992.27734375,-190.14143371582,-92.8958129882812,0.0283844918012619,Other,0,Not In-Play,0,1,3,Bottom,2
108,112,113,8,2,R,L,called_strike,CH,84.3,-10.35955095291138,1.41666662693024,28.60977745056156,3.47239685058594,1.5900000333786,1,1,-2.85580897331238,3.627949476242064,11.937122583389279,-6.5955696105957,-1.63183903694153,0.0,None,,,,,,,Other,0,Not In-Play,0,1,3,Bottom,2
109,113,114,8,2,R,L,strikeout,FC,89.1,10.00083804130554,1.41666662693024,11.529106378555296,3.46700000762939,1.58899998664856,1,2,-2.18607354164124,7.723463773727412,2.311941683292384,-7.49513864517212,-4.24190950393677,0.0,None,,,,,,,Other,1,Out,0,2,3,Bottom,2
110,114,115,13,2,R,R,foul,SL,85.6,-1.0742551088333123,1.41666662693024,21.663827419281,3.46700000762939,1.58899998664856,0,0,-2.68029379844666,4.5889037847518885,-3.2495230436325118,-7.08860683441162,-3.97377347946167,0.0,None,,,,,,,Other,0,Not In-Play,0,2,3,Bottom,2
111,115,116,13,2,R,R,swinging_strike,FF,93.2,13.81898260116576,1.41666662693024,21.54292774200444,3.46700000762939,1.58899998664856,0,1,-1.54759669303894,12.82246398925776,8.5133056640625,-5.99111270904541,-3.94834208488464,0.0,None,,,,,,,Other,0,Not In-Play,0,2,3,Bottom,2
112,116,117,13,2,R,R,foul,CH,83.8,-8.078205585479736,1.41666662693024,26.77466583251952,3.46700000762939,1.58899998664856,0,2,-3.32203793525696,-0.7224113792181012,12.005101203918482,-7.41997814178467,-1.78868865966797,76.39,-16.35,340.976165771484,-71.2441329956055,7632.560546875,-7.9876651763916,5.55105018615723,0.0057534989900887,Other,0,Not In-Play,0,2,3,Bottom,2
113,117,118,13,2,R,R,ball,FF,95.4,5.14318478107452,1.41666662693024,16.448992252349882,3.36527538299561,1.5900000333786,0,2,-1.541428565979,11.50055193901062,8.841123104095464,-6.26857566833496,-3.15521764755249,0.0,None,,,,,,,Other,0,Not In-Play,0,2,3,Bottom,2
114,118,119,13,2,R,R,foul,CU,77.7,1.679529011249544,1.41666662693024,24.835527420043917,3.46700000762939,1.58899998664856,1,2,-4.09058094024658,-4.166126132011416,-10.927695035934445,-8.36634922027588,-4.93796491622925,51.38,-15.89,195.994842529297,161.312484741211,1591.42321777344,2.55001282691956,-3.69872784614563,0.0108367428183556,Other,0,Not In-Play,0,2,3,Bottom,2
115,119,120,13,2,R,R,field_out,CH,85.5,1.542574524879456,1.41666662693024,19.608160972595158,3.46700000762939,1.58899998664856,1,2,-2.79659008979797,3.630770087242128,11.115333080291748,-7.26235580444336,-2.75059390068054,83.27,75.98,189.694030761719,29.7511119842529,6568.1298828125,86.6113586425781,42.163745880127,0.0354178100824356,Other,1,Out,0,3,3,Bottom,2
116,120,121,10,1,L,R,ball,FF,90.6,-13.451883316040039,1.41666662693024,28.77678966522216,3.28861308097839,1.5,0,0,-1.62760019302368,13.28495836257936,-6.486635684967036,-5.58038282394409,2.41331505775452,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Top,2
117,121,122,10,1,L,R,foul,CH,83.4,1.1413713097572322,1.41666662693024,21.31254100799556,3.30100011825562,1.50399994850159,1,0,-2.75433611869812,5.548802018165592,-10.1205267906189,-7.35446739196777,1.05650913715363,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Top,2
118,122,123,10,1,L,R,ball,KC,81.4,-16.12652349472044,1.41666662693024,23.75619649887084,3.2416627407074,1.5,1,1,-3.85648059844971,-5.775697231292724,2.3097041845321677,-8.22703170776367,3.69459652900696,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Top,2
119,123,124,10,1,L,R,foul,FF,91.5,4.172626376152044,1.41666662693024,35.75976848602296,3.30100011825562,1.50399994850159,2,1,-1.81823492050171,10.20766711235046,-10.174542903900143,-5.32369136810303,0.351561307907104,86.37,33.51,216.462417602539,80.7193145751953,3011.78881835938,321.235229492188,13.6130609512329,-0.0318688191473484,Other,0,Not In-Play,0,0,4,Top,2
120,124,125,10,1,L,R,foul,KC,80.5,6.771641492843628,1.41666662693024,25.91405868530268,3.30100011825562,1.50399994850159,2,2,-4.15412139892578,-8.566461324691776,3.056886434555052,-8.58456611633301,1.75255823135376,68.15,49.76,265.437652587891,109.550926208496,7012.5078125,171.627136230469,-94.6365356445312,0.0267043821513653,Other,0,Not In-Play,0,0,4,Top,2
121,125,126,10,1,L,R,ball,SL,85.8,14.9569931030274,1.41666662693024,29.240195274353038,3.28123068809509,1.5,2,2,-2.63766074180603,5.110177159309392,1.7553604245185879,-6.2554931640625,1.33235156536102,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Top,2
122,126,127,10,1,L,R,strikeout,KC,82.2,4.320257663726808,1.41666662693024,26.03088569641116,3.1027889251709,1.46171724796295,3,2,-3.7070107460022,-4.732079386711116,1.9305610656738241,-7.77065086364746,1.76027870178223,0.0,None,,,,,,,Other,1,Out,0,1,4,Top,2
123,127,128,11,1,L,L,called_strike,KC,82.1,-0.6888327151536936,1.41666662693024,34.858943939208956,3.30879998207092,1.5900000333786,0,0,-3.82309794425964,-5.868882894515988,4.340877771377568,-7.30851221084595,2.67198705673218,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Top,2
124,128,129,11,1,L,L,foul,SI,90.8,8.397569417953488,1.41666662693024,29.37781620025632,3.46700000762939,1.58899998664856,0,1,-2.44420623779297,3.31024289131164,-11.614497184753416,-6.00464391708374,0.24496228992939,88.51,-32.48,180.0,70.9682159423828,4353.517578125,4.28093957901001,2.27913999557495,-0.0253965258598328,Other,0,Not In-Play,0,1,4,Top,2
125,129,130,11,1,L,L,single,KC,83.5,-3.7228714227676436,1.41666662693024,18.436434745788603,3.46700000762939,1.58899998664856,0,2,-3.55486488342285,-4.297355890274051,3.4941773414611803,-8.3686056137085,2.57853555679321,72.77,11.37,191.427856445312,2.38403081893921,158.498016357422,7.63543176651001,142.914321899414,0.0082721235230565,Other,0,Hit,1,1,4,Top,2
126,130,131,12,1,L,R,foul_bunt,FF,92.3,-2.800187945365908,1.41666662693024,26.533341407775843,3.49000000953674,1.60099995136261,0,0,-1.56652212142944,12.88437938690184,-5.716741561889652,-5.61892604827881,1.55336344242096,40.14,50.34,354.859710693359,134.115188598633,7263.98583984375,63.2474517822266,-58.8494148254395,0.0244029611349106,Other,0,Not In-Play,0,1,4,Top,2
127,131,132,12,1,L,R,foul_bunt,FF,92.8,-2.94294673204422,1.41666662693024,30.46899032592768,3.49000000953674,1.60099995136261,0,1,-1.69873440265656,11.110905647277828,-8.284484624862673,-5.21578073501587,1.49741983413696,58.26,-65.74,176.26594543457,170.113494873047,5144.537109375,0.0071587674319744,2.08193397521973,-0.0163686405867338,Other,0,Not In-Play,0,1,4,Top,2
128,132,133,12,1,L,R,strikeout,FF,91.1,-0.4450716376304628,1.41666662693024,27.80132961273192,3.49000000953674,1.60099995136261,0,2,-1.79658794403076,10.982440710067753,-7.50245261192322,-5.49727392196655,1.33189141750336,0.0,None,,,,,,,Other,1,Out,0,2,4,Top,2
129,133,134,1,1,L,R,blocked_ball,KC,82.0,-0.8461409211158748,1.41666662693024,1.8358930349349958,3.21611547470093,1.49000000953674,0,0,-4.17865133285522,-9.990331649780268,4.974428772926328,-10.5114135742188,2.65990209579468,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Top,3
130,134,135,1,1,L,R,ball,KC,80.8,9.819033622741705,1.41666662693024,37.40887069702152,3.04135894775391,1.38719487190247,1,0,-4.01537370681763,-7.069281578063963,4.93646121025086,-7.34615468978882,1.55840575695038,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Top,3
131,135,136,1,1,L,R,ball,FF,91.8,10.028757333755497,1.41666662693024,32.85476589202884,3.23880124092102,1.60684812068939,2,0,-1.69080889225006,11.544718980789181,-8.666052103042608,-5.25261163711548,-0.046589307487011,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Top,3
132,136,137,1,1,L,R,called_strike,FF,92.7,1.24723210930824,1.41666662693024,37.09350299835204,3.17582082748413,1.49000000953674,3,0,-1.63493800163269,11.685734510421756,-9.57859683036804,-4.94065809249878,0.706794321537018,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Top,3
133,137,138,1,1,L,R,foul_tip,KC,80.4,-0.669602617621422,1.41666662693024,17.7468695640564,3.28500008583069,1.48699998855591,3,1,-4.16075563430786,-8.37298393249512,6.092270851135249,-9.04572677612305,2.64116048812866,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Top,3
134,138,139,1,1,L,R,field_out,SI,93.3,-5.028956294059752,1.41666662693024,26.7031574249268,3.28500008583069,1.48699998855591,3,2,-2.29545187950134,3.3841073513030997,-12.67960309982304,-5.98080587387085,1.18772161006927,88.24,-4.85,72.6856460571289,-29.3604488372803,4997.0498046875,-10.8024320602417,19.9185333251953,0.0015200943453237,Other,1,Out,0,3,4,Top,3
135,139,140,14,2,R,R,swinging_strike,SL,84.7,10.432889699935908,1.41666662693024,17.06716060638432,3.54900002479553,1.62699997425079,0,0,-2.557448387146,6.94898056983948,-1.670256078243252,-7.64037466049194,-4.73551416397095,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Bottom,2
136,140,141,14,2,R,R,foul_tip,FF,92.6,-12.70019960403444,1.41666662693024,36.3116426467896,3.54900002479553,1.62699997425079,0,1,-1.40645337104797,14.6192708015442,11.542949438095091,-4.47945022583008,-1.25839984416962,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Bottom,2
137,141,142,14,2,R,R,ball,CU,75.8,23.17097568511968,1.41666662693024,-3.3015761375427237,3.6598482131958,1.62999999523163,0,2,-4.80851936340332,-10.210772752761839,-12.47812271118168,-11.8642606735229,-6.79951095581055,0.0,None,,,,,,,Other,0,Not In-Play,0,0,4,Bottom,2
138,142,143,14,2,R,R,field_out,CH,86.0,9.897796154022215,1.41666662693024,18.72503328323364,3.54900002479553,1.62699997425079,1,2,-2.72921228408813,3.834096550941468,11.9080502986908,-7.34695720672607,-3.47842836380005,75.89,57.09,194.15397644043,30.9735794067383,4354.51318359375,135.392944335938,134.424789428711,0.0026235345285385,Other,1,Out,0,1,4,Bottom,2
139,143,144,15,2,R,L,ball,FC,89.5,12.862963199615521,1.41666662693024,11.964757204055783,3.76149606704712,1.67999994754791,0,0,-2.09099435806274,8.650542497634888,1.7692936062812759,-7.15007162094116,-4.69548749923706,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Bottom,2
140,144,145,15,2,R,L,called_strike,FF,93.6,4.294288158416748,1.41666662693024,24.71879768371584,3.69130086898804,1.67999994754791,1,0,-1.50420951843262,12.92475843429564,11.443718433380123,-5.62094211578369,-2.80829358100891,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Bottom,2
141,145,146,15,2,R,L,foul,FF,93.4,7.587026596069332,1.41666662693024,47.38735771179204,3.57500004768372,1.68099999427795,1,1,-1.57519233226776,12.043703556060839,9.087129592895508,-3.50795745849609,-3.47126293182373,74.52,24.48,183.993377685547,-177.068542480469,1305.48864746094,-11.1437950134277,-212.872955322266,0.021403755992651,Other,0,Not In-Play,0,1,4,Bottom,2
142,146,147,15,2,R,L,ball,FC,89.3,11.819302082061768,1.41666662693024,-2.0845441818237362,3.64930057525635,1.67999994754791,1,2,-2.27196788787842,6.683069229125977,-1.695703983306888,-8.61123657226562,-4.8873724937439,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Bottom,2
143,147,148,15,2,R,L,foul,CU,76.3,3.54175472259522,1.41666662693024,18.30112552642824,3.57500004768372,1.68099999427795,2,2,-4.55798816680908,-8.4942455291748,-13.2909450531006,-9.55936336517334,-5.27889537811279,41.59,-57.69,180.0,141.403778076172,3272.7333984375,0.854731202125549,2.10137963294983,-0.0125715816393495,Other,0,Not In-Play,0,1,4,Bottom,2
144,148,149,15,2,R,L,single,FF,94.1,-0.0792268775403492,1.41666662693024,30.590612411499002,3.57500004768372,1.68099999427795,2,2,-1.53902983665466,12.30128002166748,8.720387935638431,-4.87868881225586,-2.83669590950012,93.51,18.83,151.299011230469,-9.03052043914795,1157.98596191406,-77.2458953857422,300.018463134766,0.0147827239707112,Other,0,Hit,1,1,4,Bottom,2
145,149,150,16,2,R,R,ball,CU,74.3,-15.8895435333252,1.41666662693024,42.633942604065,3.31607508659363,1.50999999046326,0,0,-4.71271705627441,-7.451245307922361,-13.56277942657476,-7.76395654678345,-3.46012210845947,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Bottom,2
146,150,151,16,2,R,R,foul,FF,93.3,11.705474853515629,1.41666662693024,30.10478496551508,3.31900000572205,1.51300001144409,1,0,-1.41782104969025,14.34772968292236,6.982694864273077,-4.91080379486084,-3.90229344367981,68.09,63.35,202.917739868164,78.2829513549805,4655.0380859375,157.141159057617,-8.97971248626709,0.0291276071220636,Other,0,Not In-Play,0,1,4,Bottom,2
147,152,153,16,2,R,R,ball,CU,74.8,-17.952645778656,1.41666662693024,29.611759185791044,3.34601664543152,1.66374659538269,1,1,-4.63343715667725,-7.6649079322814995,-11.709483861923221,-8.79515361785889,-3.05508255958557,0.0,None,,,,,,,Other,0,Not In-Play,0,1,4,Bottom,2
148,153,154,16,2,R,R,foul,FF,92.5,13.25008964538576,1.41666662693024,29.52523899078372,3.31900000572205,1.51300001144409,2,1,-1.67410635948181,11.553598165512083,8.025485515594488,-5.30586767196655,-3.97443294525146,73.93,8.23,248.078964233398,115.490859985352,7617.56884765625,92.3415679931641,-46.0217475891113,-0.0004475211317185,Other,0,Not In-Play,0,1,4,Bottom,2
149,154,155,16,2,R,R,strikeout,CH,84.7,9.550228357315067,1.41666662693024,14.495728969573921,3.31900000572205,1.51300001144409,2,2,-2.76399707794189,4.398449063301084,13.12052679061884,-7.71298265457153,-3.28803539276123,0.0,None,,,,,,,Other,1,Out,0,2,4,Bottom,2
150,155,156,17,2,R,L,foul,FC,89.8,10.523473262786869,1.41666662693024,19.14267539978028,3.41100001335144,1.56500005722046,0,0,-2.10047745704651,8.459572792053228,2.57366305589676,-6.59609746932983,-4.30893993377686,89.02,-18.95,180.0,97.9674987792969,2969.41650390625,5.73004531860352,2.15823554992676,0.006227649282664,Other,0,Not In-Play,0,2,4,Bottom,2
151,157,158,17,2,R,L,ball,CU,75.2,-15.77908945083624,1.41666662693024,31.18356800079348,3.20036745071411,1.55999994277954,0,1,-4.62789487838745,-7.548059463500977,-11.289697408676147,-8.70017433166504,-3.18133068084717,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Bottom,2
152,158,159,17,2,R,L,called_strike,CH,84.5,2.4547414183616643,1.41666662693024,28.69814014434816,3.41000008583069,1.55999994277954,1,1,-2.8356831073761,3.901244044303896,14.28723621368412,-6.74740839004517,-2.35578560829163,0.0,None,,,,,,,Other,0,Not In-Play,0,2,4,Bottom,2
153,159,160,17,2,R,L,field_out,CH,84.0,-12.6798105239868,1.41666662693024,15.66081047058108,3.41100001335144,1.56500005722046,1,2,-3.18496060371399,0.3099408298730856,13.447079658508319,-8.21435546875,-1.19170248508453,59.28,11.76,147.529769897461,-7.06081390380859,182.122802734375,-13.9738216400146,95.6861572265625,-0.0005634690751321,Other,1,Out,0,3,4,Bottom,2
154,160,161,2,1,L,L,ball,SI,89.9,1.1583593487739559,1.41666662693024,12.065806388855039,3.54999995231628,1.62999999523163,0,0,-2.51063442230225,3.2679365873336756,-12.25176572799684,-7.72491836547852,0.898452341556549,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Top,3
155,161,162,2,1,L,L,foul,SI,90.7,8.85214519500732,1.41666662693024,21.0415978431702,3.54900002479553,1.62699997425079,1,0,-2.462238073349,3.2855490446090636,-13.00948047637944,-6.78023481369019,0.0526330024003983,95.96,-37.46,180.0,115.536468505859,5279.85107421875,3.02202486991882,2.27151036262512,0.0358900725841522,Other,0,Not In-Play,0,0,5,Top,3
156,162,163,2,1,L,L,single,SI,92.0,1.526592135429384,1.41666662693024,21.49876785278316,3.54900002479553,1.62699997425079,1,1,-2.37820982933044,3.2979186773300158,-12.25414037704464,-6.57369327545166,0.810911655426025,102.15,11.85,143.365173339844,5.63950681686401,342.933013916016,17.708044052124,224.467788696289,0.0129318153485656,Other,0,Hit,1,0,5,Top,3
157,163,164,3,1,L,R,called_strike,SL,86.4,9.583590030670162,1.41666662693024,19.269182682037318,3.4109628200531,1.5900000333786,0,0,-2.41938638687134,7.497013092041016,1.431380957365032,-7.04872512817383,1.72422921657562,0.0,None,,,,,,,Other,0,Not In-Play,0,0,5,Top,3
158,164,165,3,1,L,R,single,CH,87.0,10.237648487091061,1.41666662693024,35.27647590637212,3.46700000762939,1.58899998664856,0,1,-2.30305218696594,8.161907672882077,-11.031143903732303,-5.41791200637817,0.0245801173150539,82.54,23.41,207.231384277344,11.0469980239868,1505.78247070312,87.0595855712891,270.660034179688,-0.0267893169075251,Other,0,Hit,1,0,5,Top,3
159,165,166,4,1,L,R,field_out,FF,92.5,-7.5420026779174805,1.41666662693024,34.127351760864244,3.31900000572205,1.51300001144409,0,0,-1.57354438304901,12.65351057052612,-5.3763656616210955,-5.10127544403076,1.8340425491333,78.72,50.86,193.028533935547,1.86577582359314,3906.65673828125,50.4799499511719,250.623321533203,0.0230907909572124,Other,1,Out,0,1,5,Top,3
